Transaction_Amount,Account_Age_Days,Time_Since_Last_Transaction,Transactions_Last_24h,Transactions_Last_7d,Avg_Transaction_Amount_7d,Avg_Transaction_Amount_30d,Distance_From_Home_Location,Device_Risk_Score,Merchant_Risk_Score,Velocity_Transactions_1h,Velocity_Transactions_24h,Chargeback_History_Count,Failed_Login_Count,Session_Duration,IP_Risk_Score,Behavioral_Anomaly_Score,Card_Usage_Frequency,Credit_Limit_Utilization,Geo_Location_Risk,Transaction_Hour,Days_Since_Last_Address_Change,Num_Unique_Merchants_7d,Amount_Deviation_From_Avg,Email_Domain_Age_Days,Num_Cards_On_Account,Previous_Fraud_Reports,Merchant_Category,Transaction_Channel,Device_Type,Payment_Method,Country_Code,Account_Type,Card_Presence,Customer_Segment,Merchant_Size,Authentication_Type,Transaction_Day_Of_Week,Card_Type,Email_Provider,Fraud_Label,Time
63.75,1040,30.02,6,10,48.55,46.08,1.36,24.9,29,1,2,0,0,368.4,10.8,15.3,43.8,0.037,17.3,4,485,0,17.68,1937,1,0,grocery,online,mobile_browser,debit_card,FR,personal,not_present,regular,small,signature,Thursday,discover,gmail.com,0,601.4141110488989
43.29,805,13.8,0,6,29.12,26.64,24.06,21.6,1.1,0,1,0,0,249.5,15.2,16.2,17.8,0.247,16.7,12,546,4,16.65,2056,1,0,gas_station,POS,mobile_browser,debit_card,US,premium,present,regular,medium,none,Monday,amex,hotmail.com,0,604.9997838071904
13.79,1592,26.83,3,7,10.37,9.64,1.48,2.7,25.2,1,3,0,0,179.1,9.7,12.1,36,0.407,22.3,16,892,5,4.15,1939,1,0,gas_station,mobile,desktop,credit_card,US,personal,present,vip,small,pin,Wednesday,amex,yahoo.com,0,605.2502734049624
349.06,1072,23.14,2,5,355.94,337.92,19.16,35.7,41.4,0,1,0,2,584.5,20.3,24.1,15.3,0.379,9.3,20,475,13,11.15,2093,1,0,grocery,POS,mobile_app,credit_card,US,personal,present,regular,small,3d_secure,Thursday,discover,hotmail.com,0,606.0956381
493.98,1501,17.74,2,5,228.14,109.33,2013.57,30.6,17.1,0,2,0,0,73.6,19.6,8.5,12.1,0.41,13.3,19,559,2,384.65,1714,2,0,clothing,POS,mobile_app,credit_card,CA,personal,not_present,new,medium,none,Tuesday,discover,gmail.com,0,606.3937864767684
17.01,1486,12.37,1,13,38.72,43.26,23.11,1.5,19.4,1,0,0,0,197.6,9,8.3,11.8,0.142,21.5,12,422,1,-26.26,2033,2,0,grocery,mobile,mobile_browser,credit_card,GB,personal,not_present,regular,small,none,Wednesday,amex,outlook.com,0,606.7729251132538
22.19,847,11.55,2,7,28.98,31.09,32.38,8.3,14.9,2,4,0,1,151.4,4,0.1,14.8,0.265,13.2,11,459,2,-8.9,1998,2,0,grocery,online,desktop,debit_card,GB,personal,present,vip,medium,signature,Friday,amex,gmail.com,0,607.3456941996781
33.32,1581,18.1,4,10,62.95,73.01,6.89,15.3,24,2,4,0,0,109.1,22.2,18.7,18.1,0,10.5,8,598,3,-39.69,2926,4,0,health,POS,mobile_browser,digital_wallet,US,personal,present,new,enterprise,pin,Thursday,visa,yahoo.com,0,608.5456643568168
50.93,96,16.46,5,8,61.68,68.51,163.94,6.1,28.3,0,4,0,0,390.5,12.4,15.2,13.6,0.191,8.6,19,531,4,-17.58,1530,1,1,gas_station,online,mobile_app,debit_card,GB,business,not_present,new,small,signature,Thursday,amex,gmail.com,0,610.9470946381848
69.78,1296,22.55,4,7,50.3,55.51,22.47,3.7,32.7,1,3,0,0,143.3,3.5,18.1,4.5,0.322,21,11,550,3,14.27,2008,1,0,gas_station,mobile,tablet,debit_card,DE,personal,present,regular,large,signature,Tuesday,amex,yahoo.com,0,611.7951689621816
50.75,980,15.03,2,11,101.94,109.14,1.05,0,23.5,4,3,1,0,129.1,9.5,15.5,7.1,0.502,22.8,5,568,4,-58.4,1642,2,0,restaurant,mobile,mobile_browser,credit_card,FR,personal,not_present,inactive,large,3d_secure,Monday,visa,outlook.com,0,612.1088817944644
58.8,1069,5.01,2,11,143.17,126.4,3.11,37.1,6.9,0,0,0,0,190.5,0,10.7,17.8,0.449,24.9,12,569,5,-67.59,2171,1,0,grocery,mobile,desktop,digital_wallet,CN,business,present,new,small,pin,Saturday,visa,gmail.com,0,612.4261821484395
39.87,1730,29.32,2,15,40.88,38.19,16.35,30,0,4,0,2,0,377.8,23.7,25.1,16.5,0.067,12.1,21,415,2,1.68,1756,1,0,entertainment,mobile,mobile_app,debit_card,IN,premium,not_present,vip,medium,biometric,Wednesday,visa,protonmail.com,0,613.2021164585042
47.6,1082,34.99,1,10,62.76,59.69,3.58,14.8,31.6,0,3,0,1,102.7,19.4,17.2,11.7,0.24,27.6,11,660,4,-12.09,1544,1,0,restaurant,POS,desktop,debit_card,DE,personal,not_present,regular,enterprise,3d_secure,Tuesday,discover,gmail.com,0,613.3603573481388
31.35,1690,22.84,1,11,35.38,32.6,7.45,33.9,15.6,0,2,0,0,84.9,13.7,11.2,15.6,0.33,3.9,12,586,5,-1.25,2435,1,0,gambling,mobile,unknown,debit_card,JP,personal,not_present,regular,medium,pin,Wednesday,visa,gmail.com,0,613.4282560164955
51.89,133,20.66,3,4,39.22,34.68,21.87,20.7,17.4,1,2,0,1,281.3,9.9,2,23.9,0.294,19.4,16,411,6,17.21,2147,2,0,gas_station,POS,desktop,bank_transfer,AU,personal,present,inactive,enterprise,pin,Wednesday,mastercard,outlook.com,0,613.6822492288201
36.85,945,2.11,2,26,56.35,56.58,0.63,14.1,84.3,0,1,1,0,648,14.1,19.5,8.5,0.169,10.8,10,663,7,-19.73,1832,1,0,grocery,POS,mobile_app,credit_card,IN,premium,present,regular,large,signature,Thursday,amex,gmail.com,0,613.8786425105424
47.51,177,27.49,4,14,53.43,58.4,3.24,22.6,16.2,1,4,0,0,411.8,2.2,14.9,14.1,0.323,10.7,17,618,3,-10.89,2076,3,0,restaurant,online,tablet,credit_card,US,personal,not_present,new,large,signature,Monday,visa,gmail.com,0,614.0824630305871
217.99,1367,22.76,5,10,173.82,92.91,75.43,11.6,41.7,0,2,0,0,307.8,11.1,16.3,17.5,0.656,14.3,9,665,4,125.08,1529,3,0,grocery,online,desktop,credit_card,DE,personal,not_present,regular,large,3d_secure,Wednesday,visa,yahoo.com,0,614.2367785068436
6.23,1425,33.21,4,11,14.58,13.98,0.51,36.1,8.1,1,3,0,0,255.4,20.8,8.6,27.2,0.318,30.6,15,488,5,-7.75,2538,1,0,restaurant,POS,mobile_app,credit_card,CN,business,present,regular,small,pin,Friday,discover,outlook.com,0,614.2617212797873
27.24,904,35.09,1,8,30.27,26.33,11.42,12.8,11.4,1,2,0,0,296.6,0,4.3,1,0.422,59.9,11,557,6,0.9,2299,2,0,grocery,POS,tablet,digital_wallet,FR,business,present,new,medium,3d_secure,Wednesday,mastercard,outlook.com,0,614.2721819294297
27.24,1248,18.62,1,7,16.32,19,2.43,3.8,37.7,1,2,4,0,324.8,15,7.2,10.1,0.468,25.3,14,715,3,8.25,1896,1,0,gas_station,mobile,tablet,bank_transfer,US,personal,present,regular,small,pin,Monday,mastercard,gmail.com,0,616.8241691573148
223.65,965,31.09,1,10,152.69,151.29,34.79,3.3,1,0,4,0,1,147.4,9.6,21,17,0.34,18.6,9,665,5,72.36,1928,2,0,money_transfer,POS,mobile_app,digital_wallet,US,personal,not_present,inactive,medium,pin,Tuesday,mastercard,other,0,617.1479366105123
104.64,1488,24.48,3,10,86.85,94.59,4.75,0,22.3,0,1,1,0,139.9,12,10.7,20,0.249,7.1,8,856,4,10.05,2465,3,0,grocery,POS,mobile_browser,credit_card,NG,premium,present,regular,large,biometric,Sunday,mastercard,outlook.com,0,617.4292590724364
53.74,1225,14.05,1,13,42.29,40.1,1.38,16.8,12.6,3,3,0,1,213,6.3,12,20.2,0.496,14.5,19,716,9,13.65,1991,2,0,restaurant,online,tablet,digital_wallet,US,personal,not_present,inactive,enterprise,3d_secure,Wednesday,amex,other,0,618.0894920086397
352.61,901,19.15,1,11,341.48,311,23.86,22.9,3.6,2,6,0,0,128,17.2,7.6,14,0.327,8.8,8,414,3,41.61,1839,2,0,online_services,online,mobile_app,credit_card,US,personal,present,inactive,enterprise,signature,Sunday,amex,gmail.com,0,618.2323026570855
8.52,1021,26.98,0,11,8.58,9.07,3.62,25.7,36,1,3,1,0,112.6,17.8,0,19.4,0.296,18.4,4,505,4,-0.55,2766,4,0,health,mobile,desktop,credit_card,GB,business,not_present,regular,enterprise,signature,Saturday,visa,hotmail.com,0,619.9693772842545
39.95,1042,24.46,1,9,40.58,36.23,7.55,0,28.5,0,2,3,0,237.8,0,15.6,15.8,0.499,8,15,713,5,3.72,2015,2,0,gambling,online,mobile_app,debit_card,FR,personal,present,regular,enterprise,none,Tuesday,visa,gmail.com,0,620.8645450977424
28.65,1655,18.18,1,10,17.08,18.08,74,9.1,1.3,0,5,0,0,300.5,22,25.3,11.5,0.18,11.9,15,691,5,10.57,1757,1,0,gas_station,POS,desktop,credit_card,GB,personal,not_present,regular,small,3d_secure,Wednesday,mastercard,yahoo.com,0,620.9188700081542
152.02,142,15.74,0,19,107.64,109.4,8.51,22.1,22.9,0,2,0,0,26,14.4,24.5,17.1,0.337,53.9,19,594,6,42.62,1536,1,0,entertainment,mobile,desktop,digital_wallet,US,student,present,inactive,small,signature,Thursday,mastercard,other,0,621.2323975770935
78.83,153,37.94,5,30,52.5,51.36,5.03,14.5,22.8,0,3,0,0,392.7,2.8,1.8,12.3,0.259,18.3,16,904,6,27.47,2283,4,0,online_services,POS,mobile_browser,digital_wallet,CA,business,present,regular,small,signature,Friday,visa,gmail.com,0,622.4579044939752
176.69,1570,33.77,3,7,820.42,385.51,0.89,28.5,32.2,1,2,0,0,149.7,9.4,7.6,13.6,0.305,25.8,5,461,10,-208.82,1854,4,0,grocery,mobile,tablet,credit_card,CA,business,not_present,vip,small,signature,Friday,mastercard,protonmail.com,0,624.1373302237853
166.64,805,43,1,4,187.67,171.36,7.48,0,0,0,0,0,0,296.5,10.3,0,6.9,0.162,15.6,11,567,5,-4.71,2082,3,0,gas_station,online,mobile_app,credit_card,IN,personal,not_present,regular,small,none,Tuesday,amex,gmail.com,0,624.5027229407841
148.65,1608,15.72,0,8,82.67,93.41,18.33,17.4,22.7,1,3,0,1,91,20.4,7.9,20.7,0.234,24.1,22,773,4,55.24,2338,1,0,grocery,mobile,desktop,credit_card,GB,business,present,regular,small,3d_secure,Thursday,visa,gmail.com,0,625.0539515608784
30.44,1520,18.88,3,11,26.48,23.59,12.77,5.1,17.9,0,1,0,1,562.3,12.3,14.3,25.6,0.08,0.1,13,444,9,6.85,1715,1,0,grocery,online,tablet,credit_card,GB,premium,not_present,regular,large,signature,Tuesday,visa,gmail.com,0,625.1599537466474
75.33,1489,23.18,2,12,49.76,45.33,4.61,33,18.7,0,1,0,0,114.7,12.2,0,13,0.499,0,13,612,8,30,2082,1,0,gas_station,POS,desktop,digital_wallet,IN,premium,not_present,regular,medium,3d_secure,Monday,discover,gmail.com,0,627.9030316645812
64.5,1194,20.19,2,12,70.4,61.32,7.91,16.7,20.8,1,1,0,0,1041.6,17.7,3.1,6.7,0.436,16,23,777,4,3.19,2015,2,0,electronics,POS,mobile_app,credit_card,US,personal,present,inactive,medium,3d_secure,Sunday,mastercard,protonmail.com,0,628.0558838002916
37.84,1372,22.77,3,6,21.87,24.09,4.51,0,25.8,5,5,0,0,155.2,2.7,10.3,20.6,0.143,4.2,10,816,3,13.75,125,3,0,grocery,online,mobile_browser,bank_transfer,GB,personal,present,new,small,3d_secure,Tuesday,visa,gmail.com,0,629.7146892
149.9,1033,4.19,3,7,120.64,136.72,6.88,30.8,30.8,0,3,0,0,178.6,22.2,24.1,30.7,0.527,24,18,650,5,13.18,2190,1,0,health,mobile,desktop,bank_transfer,US,premium,present,regular,medium,pin,Saturday,amex,gmail.com,0,630.3230007870498
37.75,999,21.76,2,10,51.09,46.45,6.57,3.2,8.9,0,1,0,0,116.6,0,8.3,18.6,0.241,8.8,9,503,3,-8.7,1949,2,0,health,POS,desktop,debit_card,IN,premium,present,regular,medium,3d_secure,Friday,discover,gmail.com,0,630.8657776763156
85.76,1079,26.93,3,15,142.29,154.06,12,77.5,16.5,1,2,0,0,254,0,7.5,8.8,0.292,20.1,16,410,4,-68.3,1996,1,0,gas_station,POS,mobile_browser,credit_card,FR,personal,present,regular,medium,biometric,Sunday,visa,other,0,631.2827116928192
29.62,872,18.33,6,9,22.93,24.12,30.09,19.4,16.7,0,2,0,0,123.3,22.3,6.8,7.3,0.107,18.4,20,420,12,5.49,3728,2,0,gambling,mobile,desktop,debit_card,US,personal,present,inactive,large,biometric,Thursday,discover,gmail.com,0,631.4348080090894
30.94,2143,22.71,2,5,36.91,36.82,4.05,3,38.4,0,8,0,1,169.5,31.8,3.7,20.5,0.382,15,16,524,5,-5.88,2267,1,0,gas_station,online,mobile_browser,digital_wallet,GB,personal,not_present,new,large,3d_secure,Monday,discover,hotmail.com,0,631.547459
66.12,1720,4.31,1,15,51.34,52.24,2.15,6.1,0,1,1,0,1,88.4,4.9,0,26,0.628,27.1,1,544,4,13.89,2594,1,0,health,POS,tablet,digital_wallet,GB,business,not_present,vip,large,none,Friday,visa,yahoo.com,0,631.6919281969028
50.44,1013,34.59,9,9,40.44,43.21,4.97,36.7,28.7,1,0,0,1,206.1,7.7,2.8,17.9,0.638,11.5,14,28,5,7.23,2023,1,0,restaurant,POS,mobile_app,debit_card,US,personal,present,regular,medium,signature,Wednesday,mastercard,hotmail.com,0,631.8116016057645
85.79,185,24.13,0,19,61.82,72.34,26.78,60.5,39.9,1,2,0,0,97.7,35.4,0,14.6,0.239,6.8,2,443,4,13.45,2493,2,0,clothing,online,mobile_app,credit_card,US,personal,not_present,regular,large,pin,Monday,amex,outlook.com,0,632.6887012451567
209.88,1534,8.4,1,9,148.45,165.66,11.45,3.2,43.8,0,0,0,0,123.3,20.7,7.6,15.1,0.418,18,11,667,4,44.22,1996,1,0,electronics,mobile,mobile_app,credit_card,US,business,present,vip,enterprise,pin,Friday,visa,gmail.com,0,632.9386671169791
16.28,162,39.34,5,10,20.87,18.39,3.4,11.8,0,0,2,1,0,394.1,55.7,23.5,2.1,0,6.6,2,685,4,-2.1,1859,1,0,gas_station,POS,mobile_browser,debit_card,CN,personal,present,regular,medium,signature,Wednesday,visa,hotmail.com,0,632.9732252618121
4.97,1291,29.68,0,9,11.09,12.29,22.34,4.3,38.4,1,1,0,8,185.5,8.1,7.6,8.1,0.046,5.7,16,518,3,-7.32,1544,3,0,electronics,mobile,mobile_browser,credit_card,GB,business,present,regular,medium,biometric,Wednesday,amex,gmail.com,0,634.9899341073976
49.16,950,1.74,4,10,28.53,33.32,0.71,21.5,21.5,0,4,1,0,118.4,17.4,0,19.5,0.185,14.9,13,414,1,15.84,2145,4,0,travel,ATM,mobile_app,credit_card,JP,business,present,inactive,small,pin,Monday,mastercard,yahoo.com,0,636.2382802700128
42.17,1405,44.54,3,8,43.74,46.27,22.09,3.2,6.4,0,2,0,0,156.8,30,0,16.7,0,18.1,12,924,1,-4.1,1622,2,0,grocery,POS,tablet,credit_card,CA,personal,present,regular,small,signature,Tuesday,visa,yahoo.com,0,637.7623199112206
44.56,1462,10.66,2,12,54.01,52.93,2.76,8.1,16.8,1,1,0,0,198.4,5,12.9,4.9,0.291,8.2,13,49,3,-8.37,2400,1,0,entertainment,POS,mobile_app,credit_card,IN,business,not_present,regular,medium,3d_secure,Saturday,visa,protonmail.com,0,640.8247487772694
12.78,1556,12.78,2,13,18.94,17.71,10.82,5.7,1,0,3,0,0,153.2,4.5,15,11,0.319,50.9,16,772,6,-4.93,2552,2,0,grocery,online,mobile_app,debit_card,RU,personal,present,regular,medium,pin,Saturday,mastercard,other,0,640.9355483212836
106.88,873,14.49,1,7,145.41,133.79,1.05,12,26.1,0,5,0,0,211.8,84.3,9.7,15.6,0.097,0,14,514,7,-26.91,2835,1,0,travel,ATM,mobile_app,bank_transfer,AU,business,not_present,regular,medium,3d_secure,Monday,amex,outlook.com,0,641.2282057971221
19,1081,17.5,5,15,26.87,25.08,19.58,8.3,21,1,1,1,1,107.6,17,11.4,10.2,0.022,9.9,21,769,6,-6.09,2065,3,0,restaurant,mobile,unknown,debit_card,US,personal,present,inactive,enterprise,pin,Tuesday,visa,outlook.com,0,642.0516918129013
385.34,1183,25.32,3,26,38.86,18.23,255.07,5.9,26.5,1,1,0,0,618.6,30.7,27.6,10.9,0.063,24.6,9,454,9,367.11,2296,1,0,travel,POS,desktop,credit_card,GB,business,not_present,regular,small,signature,Saturday,mastercard,other,0,642.7423531463056
306.13,1036,15.53,2,17,61.24,40.36,29.21,30,31.5,1,3,1,0,42.1,15.8,6.8,0,0.219,30.9,10,423,1,265.77,2365,2,0,restaurant,POS,tablet,debit_card,US,personal,present,new,small,biometric,Saturday,mastercard,gmail.com,0,642.8392786194859
7.99,854,35.98,1,7,17.33,15.83,1.98,20.5,23.3,0,5,1,0,412.4,13.3,14.7,16,0.103,25.2,18,538,13,-7.84,2392,3,0,gas_station,online,mobile_app,digital_wallet,IN,personal,present,regular,medium,none,Tuesday,visa,outlook.com,0,643.8205882
83.98,1423,11.6,1,12,66.42,59.86,17.67,9.4,24.3,0,2,0,0,141.1,0.6,6.1,6.8,0.594,100,21,576,11,24.11,2123,2,0,money_transfer,mobile,desktop,digital_wallet,GB,premium,present,regular,large,3d_secure,Thursday,visa,gmail.com,0,643.9680071482176
194.68,1081,18.02,1,9,139.5,124.87,17.35,0,19.2,0,3,0,1,320.7,0,20.5,9.7,0.355,15.8,13,497,2,69.81,1548,1,0,restaurant,POS,mobile_app,credit_card,US,personal,not_present,regular,large,none,Monday,mastercard,hotmail.com,0,644.1149604
25.48,1138,19.91,6,10,40.14,40.15,0.5,0,57.5,0,4,0,0,777.7,18.7,5.6,15.8,0.546,18.6,9,589,3,-14.68,1786,1,0,restaurant,mobile,desktop,debit_card,DE,personal,present,regular,large,signature,Tuesday,visa,gmail.com,0,644.5615447764086
22.26,1700,27.31,2,15,13.65,14.11,104.55,24.3,0,0,1,0,0,106,7.9,12.8,13.1,0.446,29.4,15,819,7,8.15,2214,1,0,grocery,mobile,mobile_app,debit_card,JP,personal,not_present,regular,medium,3d_secure,Monday,amex,gmail.com,0,645.0828456
32.74,949,24.54,0,3,20.52,22.65,40.83,59.9,43.9,0,1,0,0,629.1,28.3,5.8,20.1,0.228,27,18,775,3,10.09,2129,3,0,gas_station,ATM,mobile_browser,digital_wallet,CN,personal,not_present,new,medium,signature,Monday,visa,yahoo.com,0,645.5861149908442
35.61,1384,7.7,3,10,19.96,21.59,2.67,9.2,10.9,2,2,0,0,225.6,13.5,8.5,26.3,0.857,5.7,17,30,0,14.02,1755,2,0,restaurant,mobile,mobile_browser,credit_card,US,personal,present,regular,large,pin,Thursday,discover,hotmail.com,0,645.6417636145674
6.63,1377,13.99,2,13,5.23,5.4,1508.65,19.5,75.8,0,2,0,1,75.7,15.3,11.7,14,0.046,4.2,23,718,1,1.23,2535,1,0,electronics,POS,desktop,debit_card,GB,personal,present,regular,small,pin,Saturday,mastercard,hotmail.com,0,646.8593720051164
3.2,851,23.25,2,10,9.56,9.76,9.21,22.7,8.3,0,5,1,1,269,14.9,21.7,11,0.315,11.4,9,47,6,-6.57,1724,2,3,entertainment,POS,desktop,bank_transfer,AU,student,present,regular,medium,signature,Wednesday,discover,yahoo.com,0,647.0384188737632
472.5,1140,9.18,2,5,10.35,6.9,9.88,0,33.1,1,8,1,1,90.6,30.5,5.8,2.1,0.478,1.5,18,499,3,465.6,1875,3,0,gas_station,online,mobile_browser,digital_wallet,IN,personal,not_present,inactive,enterprise,none,Friday,visa,outlook.com,0,647.1188675771255
278.04,1380,11.2,1,9,177.08,205.89,1.61,14.5,40.2,0,2,0,0,156.9,16.4,15,10.9,0.261,10.7,13,673,8,72.15,1692,1,0,grocery,online,mobile_app,debit_card,AU,personal,not_present,regular,small,signature,Monday,amex,gmail.com,0,648.3925232742439
55.26,1022,12.42,0,7,70.76,72,2.67,26.4,28.4,0,1,1,0,399.8,4.6,0,11.8,0.475,0,14,483,5,-16.73,1672,2,0,clothing,POS,mobile_browser,credit_card,GB,personal,present,inactive,small,3d_secure,Wednesday,mastercard,gmail.com,0,650.1996155588408
5.11,1120,25.72,3,12,12.82,13.61,284.84,24,52.7,0,2,0,0,309.3,14.4,1.1,9.8,0.141,12.2,22,664,2,-8.5,2220,2,0,entertainment,POS,desktop,debit_card,GB,personal,present,new,large,biometric,Monday,amex,gmail.com,0,651.3488430938363
69.45,1162,9.05,2,7,81.16,89.47,28.45,31.2,39.2,0,1,0,0,503.4,12.7,8.2,0,0.053,15.8,12,410,5,-20.02,2322,1,0,restaurant,mobile,desktop,digital_wallet,US,personal,present,regular,small,3d_secure,Tuesday,visa,outlook.com,0,652.3105918262818
15.02,814,41.88,5,9,33.63,37.44,28.02,14.1,17.1,0,2,0,0,238.5,19.2,0,12.9,0.566,59.4,14,49,9,-22.42,2142,6,1,grocery,POS,tablet,credit_card,US,premium,present,regular,medium,biometric,Sunday,mastercard,yahoo.com,0,652.9282411
19.06,1085,14.01,3,13,10.2,11.49,1.3,11.3,13.7,2,1,0,2,152.9,2.2,5.6,15.5,0.11,10.3,17,787,2,7.57,2513,2,0,health,online,desktop,credit_card,US,premium,present,regular,large,biometric,Sunday,mastercard,outlook.com,0,653.3924816502876
47.66,1058,24.89,2,11,34.16,37.97,3.51,14.6,35.4,1,2,0,0,125.7,12.5,5.2,16.4,0.342,24.2,15,582,3,9.68,1594,2,0,grocery,POS,tablet,digital_wallet,DE,business,present,regular,medium,pin,Friday,visa,outlook.com,0,653.4452644904039
310.09,1166,36.1,2,12,368.57,323.18,4.28,63.8,22.1,2,3,3,0,309.6,16.1,11.7,13.3,0.781,0,12,45,3,-13.1,2036,1,0,electronics,POS,desktop,debit_card,US,premium,not_present,inactive,small,3d_secure,Monday,mastercard,hotmail.com,0,653.7497729003519
62.01,86,26.22,4,11,38.91,37.44,6.99,0,16.1,1,2,0,0,53.9,26.2,3.4,15.1,0.109,8.2,19,599,3,24.58,1546,2,0,grocery,mobile,mobile_app,credit_card,US,business,not_present,regular,medium,signature,Monday,visa,gmail.com,0,654.0202339059576
39.73,959,24.62,2,7,34.27,35.72,12.98,0,9.3,2,2,0,1,353.5,10.6,12.5,28.4,0.045,0.8,3,457,3,4.01,2223,1,0,entertainment,online,desktop,credit_card,US,business,present,regular,medium,3d_secure,Monday,mastercard,outlook.com,0,654.1946819115739
53.89,1176,27.86,4,9,121.43,122.29,16.1,22.3,38.3,1,1,0,0,461.6,60.3,5.7,2.8,0.166,18,20,585,3,-68.4,3224,2,0,entertainment,POS,unknown,debit_card,US,personal,present,regular,small,3d_secure,Tuesday,visa,gmail.com,0,654.9401301479721
21.56,1149,29.88,2,20,55.19,56.88,4.16,39.6,8,1,0,0,0,148.5,2.8,14.7,22,0.331,17.1,7,684,2,-35.32,1518,3,1,travel,mobile,mobile_app,debit_card,JP,personal,present,new,medium,biometric,Monday,visa,outlook.com,0,655.3373909886444
45.17,1343,25.97,1,10,61.26,54.53,14.2,24.5,43.2,0,1,0,0,149.4,0,12.1,30.3,0.19,14.3,10,509,2,-9.36,1686,1,0,health,ATM,mobile_app,debit_card,DE,premium,present,new,small,3d_secure,Monday,visa,gmail.com,0,655.3864123
75.52,999,7.9,0,10,85.16,74.51,54.55,21.5,21.6,1,1,0,0,695.1,6.5,11.7,8.2,0.305,5,15,22,5,1.01,1958,1,0,gas_station,POS,mobile_app,credit_card,CA,business,not_present,regular,large,3d_secure,Saturday,visa,gmail.com,0,655.5306560995257
139.06,1573,14.5,0,9,92.74,84.44,123.41,0,33,0,2,0,0,243.3,16.1,20.7,9.2,0.389,2.2,11,535,4,54.62,3030,1,0,entertainment,POS,desktop,credit_card,US,personal,present,inactive,small,3d_secure,Tuesday,mastercard,yahoo.com,0,656.1974647735321
67.79,1181,2.26,1,6,72.8,75.62,30.04,15.4,8.4,0,6,0,0,259.4,6.5,22.8,8.2,0.321,10.8,12,998,1,-7.82,2241,2,0,travel,mobile,desktop,credit_card,AU,personal,present,inactive,small,3d_secure,Wednesday,mastercard,other,0,656.2433919808452
97.59,994,6.39,0,11,73.91,77.03,966.27,23.6,39.3,0,3,1,0,622.7,19.7,15.2,29.6,0.397,7.2,19,625,8,20.56,1652,3,1,electronics,mobile,mobile_browser,digital_wallet,AU,personal,not_present,new,enterprise,biometric,Wednesday,mastercard,yahoo.com,0,657.3484071822108
55.21,971,20.64,2,23,40.81,39.89,1.53,30.7,27.4,4,2,0,0,105.4,1.8,16.2,25.2,0.225,6,11,600,4,15.32,2553,5,0,electronics,POS,unknown,bank_transfer,US,personal,present,new,small,biometric,Monday,visa,gmail.com,0,657.7448296679119
84.6,898,26.32,0,12,45.04,52.71,9.46,18.9,30.4,1,3,0,0,132.1,7.5,0,14.6,0.451,16.5,8,553,10,31.89,2203,2,0,jewelry,online,desktop,digital_wallet,JP,personal,present,regular,large,3d_secure,Monday,visa,outlook.com,0,658.1247616476245
6.53,808,26.05,4,20,11.78,13.19,0.98,9.5,4,0,1,0,0,285.5,7.5,7.6,20.5,0.296,18,2,639,8,-6.66,2850,2,0,travel,online,desktop,credit_card,CA,student,present,vip,large,3d_secure,Tuesday,visa,outlook.com,0,658.6453047320456
82.67,1070,31.86,1,7,120.92,115.72,14.08,7.1,20.1,3,2,0,1,588.5,0,10.9,1,0.406,14,18,23,12,-33.05,3412,2,0,restaurant,mobile,mobile_app,credit_card,CA,personal,present,regular,large,3d_secure,Sunday,discover,outlook.com,0,659.6551705215534
3.79,1024,6.28,6,12,11.91,10.92,4.56,28,12,2,1,0,0,546.4,21.3,6.7,21.4,0.438,15.5,17,616,12,-7.13,2148,1,0,gas_station,mobile,mobile_app,digital_wallet,US,personal,present,vip,medium,biometric,Thursday,amex,yahoo.com,0,659.9030730392416
14.97,1227,21.8,2,17,9.67,10.21,2.26,19.1,8.4,0,2,1,0,168.4,7.6,19.6,6.1,0.193,3.4,11,465,13,4.76,2325,3,0,grocery,POS,mobile_app,credit_card,GB,student,not_present,regular,medium,3d_secure,Saturday,amex,gmail.com,0,660.5603603000368
13.51,966,25.05,1,10,18.51,17.08,14.38,13.6,1.8,1,0,0,0,210.3,12.4,2.9,7.5,0.561,20.6,14,741,4,-3.57,3173,2,0,entertainment,POS,mobile_browser,credit_card,CN,premium,not_present,vip,medium,pin,Monday,mastercard,hotmail.com,0,661.0441344378371
38.01,908,5.95,0,6,99.51,93.73,10.4,8.1,61.1,0,2,0,0,6.7,26.5,11.3,12.8,0.477,13.2,3,597,0,-55.72,2149,1,0,gas_station,mobile,mobile_app,digital_wallet,US,business,present,inactive,small,none,Friday,mastercard,yahoo.com,0,661.2243103622857
30.16,1101,19.77,3,11,34.42,39.4,114.11,11.4,10.1,1,3,2,0,160.1,8.1,19.4,10.4,0.36,14.6,17,533,1,-9.23,1952,2,0,gas_station,POS,desktop,credit_card,US,student,not_present,inactive,large,none,Thursday,mastercard,outlook.com,0,662.447479
51.29,1239,25.85,3,8,87.33,95.19,4,5.6,0,0,3,0,0,166.8,0.2,1.6,5.4,0.372,0,15,635,6,-43.9,2048,3,0,grocery,online,desktop,debit_card,US,premium,not_present,vip,medium,signature,Wednesday,visa,gmail.com,0,663.3735360724177
32.44,1734,25.71,4,12,74.53,68.25,2.87,53.7,19.5,1,0,0,0,114.9,2.4,2.3,19.7,0.313,5.7,5,772,4,-35.81,1707,1,0,gas_station,mobile,mobile_app,bank_transfer,GB,premium,present,new,small,signature,Saturday,mastercard,protonmail.com,0,663.9966106826608
